GLOBAL UNIQUE IDENTIFIER	COMMON NAME	SCIENTIFIC NAME	OBSERVATION COUNT	COUNTRY	STATE	LOCALITY	LATITUDE	LONGITUDE	OBSERVATION DATE	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	ALL SPECIES REPORTED
URN:CornellLabOfOrnithology:EBIRD:OBS1000000726	Baltimore Oriole	Icterus galbula	1		Colombia	Colombia	7.011	-72.75	2025-11-09	obsr6690033	S502911719	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000727	Baltimore Oriole	Icterus galbula	2		Florida	Florida	27.754	-83.204	2025-11-18	obsr7535837	S301196574	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000728	Baltimore Oriole	Icterus galbula	3		Colombia	Colombia	9.38	-75.154	2025-11-04	obsr6276424	S862184916	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000729	Baltimore Oriole	Icterus galbula	4		Colombia	Colombia	9.9	-72.619	2025-11-09	obsr2456225	S633708134	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000730	Baltimore Oriole	Icterus galbula	4		Mexico	Mexico	16.756	-86.722	2025-11-12	obsr6077267	S332078427	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000731	Baltimore Oriole	Icterus galbula	2		Colombia	Colombia	6.889	-73.799	2025-11-10	obsr2882928	S501811039	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000732	Baltimore Oriole	Icterus galbula	2		Colombia	Colombia	12.183	-70.249	2025-11-25	obsr2553639	S576498805	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000733	Baltimore Oriole	Icterus galbula	4		Panama	Panama	7.464	-84.263	2025-11-01	obsr9389519	S265439752	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000734	Baltimore Oriole	Icterus galbula	4		Florida	Florida	26.883	-80.536	2025-11-11	obsr9785019	S433245127	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000735	Baltimore Oriole	Icterus galbula	1		Cuba	Cuba	17.069	-80.195	2025-11-05	obsr9659503	S826619655	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000736	Baltimore Oriole	Icterus galbula	1		Cuba	Cuba	21.409	-81.096	2025-11-07	obsr8706923	S516169674	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000737	Baltimore Oriole	Icterus galbula	1		Panama	Panama	8.516	-84.791	2025-11-28	obsr1068952	S433913647	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000738	Baltimore Oriole	Icterus galbula	1		Cuba	Cuba	19.19	-75.972	2025-11-22	obsr6591674	S601304182	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000739	Baltimore Oriole	Icterus galbula	3		Panama	Panama	6.863	-79.05	2025-11-04	obsr1377156	S720150147	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000740	Baltimore Oriole	Icterus galbula	2		Colombia	Colombia	6.731	-79.978	2025-11-21	obsr6383479	S315344841	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000741	Baltimore Oriole	Icterus galbula	3		Colombia	Colombia	10.074	-76.234	2025-11-10	obsr9930106	S442684477	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000742	Baltimore Oriole	Icterus galbula	1		Mexico	Mexico	19.125	-89.404	2025-11-22	obsr5574378	S260331909	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000743	Baltimore Oriole	Icterus galbula	1		Florida	Florida	26.77	-81.354	2025-11-09	obsr1255965	S768882058	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000744	Baltimore Oriole	Icterus galbula	1		Colombia	Colombia	12.041	-74.544	2025-11-17	obsr4465793	S682535775	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000745	Baltimore Oriole	Icterus galbula	3		Cuba	Cuba	17.952	-74.981	2025-11-18	obsr5547499	S251995483	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000746	Baltimore Oriole	Icterus galbula	3		Cuba	Cuba	20.046	-74.815	2025-11-26	obsr5107483	S283905107	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000747	Baltimore Oriole	Icterus galbula	3		Colombia	Colombia	5.967	-77.555	2025-11-10	obsr8443172	S154466824	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000748	Baltimore Oriole	Icterus galbula	4		Panama	Panama	9.825	-83.384	2025-11-01	obsr1846511	S213738160	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000749	Baltimore Oriole	Icterus galbula	1		Colombia	Colombia	9.146	-78.102	2025-11-02	obsr8154907	S520817418	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000750	Baltimore Oriole	Icterus galbula	4		Florida	Florida	27.237	-81.114	2025-11-23	obsr6966385	S435480597	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000751	Baltimore Oriole	Icterus galbula	2		Colombia	Colombia	5.624	-75.345	2025-11-27	obsr9950391	S184337702	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000752	Baltimore Oriole	Icterus galbula	2		Colombia	Colombia	7.185	-73.115	2025-11-19	obsr2558874	S972792130	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000753	Baltimore Oriole	Icterus galbula	1		Cuba	Cuba	18.48	-77.618	2025-11-15	obsr8643434	S433280534	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000754	Baltimore Oriole	Icterus galbula	4		Cuba	Cuba	14.561	-77.866	2025-11-21	obsr8894449	S348779766	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000755	Baltimore Oriole	Icterus galbula	3		Cuba	Cuba	20.761	-75.508	2025-11-05	obsr7097668	S520989391	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000756	Baltimore Oriole	Icterus galbula	3		Colombia	Colombia	9.489	-71.923	2025-11-23	obsr6448586	S586708987	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000757	Baltimore Oriole	Icterus galbula	1		Florida	Florida	27.093	-81.036	2025-11-01	obsr8974787	S221211559	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000758	Baltimore Oriole	Icterus galbula	4		Colombia	Colombia	7.396	-72.903	2025-11-16	obsr3865574	S403071541	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000759	Baltimore Oriole	Icterus galbula	2		Colombia	Colombia	3.262	-73.792	2025-11-20	obsr9521981	S210522618	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000760	Baltimore Oriole	Icterus galbula	1		Colombia	Colombia	11.637	-70.744	2025-11-27	obsr6467186	S697161367	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000761	Baltimore Oriole	Icterus galbula	3		Mexico	Mexico	18.043	-87.446	2025-11-03	obsr9937987	S594967982	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000762	Baltimore Oriole	Icterus galbula	4		Colombia	Colombia	8.033	-75.937	2025-11-19	obsr5002629	S766659283	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000763	Baltimore Oriole	Icterus galbula	2		Florida	Florida	26.841	-82.59	2025-11-18	obsr9092903	S512119784	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000764	Baltimore Oriole	Icterus galbula	2		Colombia	Colombia	6.263	-74.481	2025-11-11	obsr8233471	S942150718	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000765	Baltimore Oriole	Icterus galbula	3		Panama	Panama	8.898	-82.185	2025-11-19	obsr4962012	S285849093	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000766	Baltimore Oriole	Icterus galbula	1		Florida	Florida	28.747	-81.797	2025-11-22	obsr9164301	S222753236	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000767	Baltimore Oriole	Icterus galbula	4		Florida	Florida	28.055	-81.298	2025-11-20	obsr6458938	S696020884	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000768	Baltimore Oriole	Icterus galbula	4		Colombia	Colombia	8.854	-73.817	2025-11-27	obsr3955709	S430750834	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000769	Baltimore Oriole	Icterus galbula	1		Colombia	Colombia	6.799	-75.998	2025-11-03	obsr7357071	S451551922	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000770	Baltimore Oriole	Icterus galbula	1		Cuba	Cuba	19.436	-75.572	2025-12-20	obsr1954320	S737951442	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000771	Baltimore Oriole	Icterus galbula	2		Colombia	Colombia	6.472	-76.665	2025-12-27	obsr3043299	S860289849	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000772	Baltimore Oriole	Icterus galbula	2		Florida	Florida	26.178	-81.422	2025-12-03	obsr7307535	S804798365	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000773	Baltimore Oriole	Icterus galbula	2		Panama	Panama	11.004	-82.713	2025-12-19	obsr2859671	S846952406	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000774	Baltimore Oriole	Icterus galbula	3		Panama	Panama	11.955	-80.873	2025-12-09	obsr8834214	S809182681	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000775	Baltimore Oriole	Icterus galbula	4		Colombia	Colombia	5.28	-71.963	2025-12-21	obsr5636946	S926093073	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000776	Baltimore Oriole	Icterus galbula	3		Florida	Florida	26.945	-79.74	2025-12-23	obsr5317391	S273909699	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000777	Baltimore Oriole	Icterus galbula	1		Florida	Florida	27.427	-79.916	2025-12-09	obsr7422301	S517245798	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000778	Baltimore Oriole	Icterus galbula	3		Cuba	Cuba	18.791	-81.258	2025-12-02	obsr5440339	S291050332	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000779	Baltimore Oriole	Icterus galbula	4		Florida	Florida	28.24	-79.115	2025-12-03	obsr4366669	S755306663	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000780	Baltimore Oriole	Icterus galbula	4		Florida	Florida	27.506	-79.962	2025-12-06	obsr2819161	S254482024	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000781	Baltimore Oriole	Icterus galbula	4		Florida	Florida	27.966	-80.746	2025-12-25	obsr4663917	S759241286	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000782	Baltimore Oriole	Icterus galbula	4		Colombia	Colombia	9.042	-76.037	2025-12-04	obsr5345236	S210903699	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000783	Baltimore Oriole	Icterus galbula	1		Cuba	Cuba	17.364	-77.534	2025-12-03	obsr5204309	S934552051	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000784	Baltimore Oriole	Icterus galbula	4		Panama	Panama	9.898	-81.702	2025-12-01	obsr3497360	S801008808	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000785	Baltimore Oriole	Icterus galbula	1		Colombia	Colombia	6.768	-77.525	2025-12-01	obsr7551231	S386083995	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000786	Baltimore Oriole	Icterus galbula	3		Panama	Panama	9.615	-83.432	2025-12-23	obsr7565434	S717015275	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000787	Baltimore Oriole	Icterus galbula	4		Florida	Florida	27.598	-81.371	2025-12-17	obsr9021848	S568213353	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000788	Baltimore Oriole	Icterus galbula	1		Cuba	Cuba	21.698	-74.173	2025-12-28	obsr4789081	S103551249	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000789	Baltimore Oriole	Icterus galbula	4		Cuba	Cuba	18.86	-75.826	2025-12-23	obsr3033459	S709073484	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000790	Baltimore Oriole	Icterus galbula	3		Colombia	Colombia	4.508	-71.293	2025-12-12	obsr6080612	S530156867	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000791	Baltimore Oriole	Icterus galbula	1		Florida	Florida	25.544	-82.432	2025-12-21	obsr7129645	S674050611	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000792	Baltimore Oriole	Icterus galbula	4		Cuba	Cuba	19.49	-79.217	2025-12-03	obsr5864699	S795561982	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000793	Baltimore Oriole	Icterus galbula	1		Florida	Florida	27.927	-82.143	2025-12-06	obsr7445196	S809457825	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000794	Baltimore Oriole	Icterus galbula	4		Panama	Panama	9.082	-79.654	2025-12-10	obsr2791270	S777119907	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000795	Baltimore Oriole	Icterus galbula	4		Cuba	Cuba	17.73	-77.411	2025-12-12	obsr2423756	S779454449	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000796	Baltimore Oriole	Icterus galbula	2		Florida	Florida	27.392	-81.778	2025-12-24	obsr3347853	S138330751	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000797	Baltimore Oriole	Icterus galbula	2		Colombia	Colombia	8.189	-75.384	2025-12-01	obsr9207960	S517435960	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000798	Baltimore Oriole	Icterus galbula	3		Panama	Panama	8.854	-81.206	2025-12-26	obsr9383308	S673313757	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000799	Baltimore Oriole	Icterus galbula	1		Cuba	Cuba	18.46	-81.298	2025-12-01	obsr6692259	S160188010	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000800	Baltimore Oriole	Icterus galbula	1		Cuba	Cuba	20.957	-77.488	2025-12-26	obsr7803292	S226902446	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000801	Baltimore Oriole	Icterus galbula	4		Panama	Panama	8.282	-83.156	2025-12-26	obsr3499027	S895697985	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000802	Baltimore Oriole	Icterus galbula	1		Cuba	Cuba	16.899	-78.687	2025-12-08	obsr1618704	S889693867	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000803	Baltimore Oriole	Icterus galbula	1		Cuba	Cuba	18.47	-79.809	2025-12-16	obsr8905753	S763971973	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000804	Baltimore Oriole	Icterus galbula	2		Cuba	Cuba	17.837	-74.762	2025-12-08	obsr1241008	S284950962	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000805	Baltimore Oriole	Icterus galbula	3		Colombia	Colombia	9.161	-78.212	2025-12-02	obsr2632292	S589824472	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000806	Baltimore Oriole	Icterus galbula	1		Panama	Panama	10.22	-82.915	2025-12-06	obsr2783941	S222599500	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000807	Baltimore Oriole	Icterus galbula	2		Florida	Florida	28.024	-81.701	2025-12-20	obsr2058811	S963775406	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000808	Baltimore Oriole	Icterus galbula	3		Cuba	Cuba	18.191	-78.532	2025-12-14	obsr7744585	S448144622	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000809	Baltimore Oriole	Icterus galbula	2		Cuba	Cuba	21.32	-77.203	2025-12-22	obsr6395382	S998106748	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000810	Baltimore Oriole	Icterus galbula	1		Panama	Panama	8.031	-84.622	2025-12-25	obsr3909968	S460244389	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000811	Baltimore Oriole	Icterus galbula	3		Colombia	Colombia	7.56	-73.047	2025-12-04	obsr3369560	S913413214	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000812	Baltimore Oriole	Icterus galbula	3		Panama	Panama	9.429	-81.441	2025-12-06	obsr3768343	S571008888	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000813	Baltimore Oriole	Icterus galbula	1		Cuba	Cuba	21.282	-77.039	2025-12-19	obsr3237592	S207339659	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000814	Baltimore Oriole	Icterus galbula	4		Colombia	Colombia	11.081	-73.18	2025-12-20	obsr3646667	S116782928	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000815	Baltimore Oriole	Icterus galbula	1		Cuba	Cuba	17.553	-73.954	2025-12-03	obsr1121198	S292643087	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000816	Baltimore Oriole	Icterus galbula	3		Cuba	Cuba	19.748	-77.934	2025-12-23	obsr7983050	S844643743	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000817	Baltimore Oriole	Icterus galbula	2		Cuba	Cuba	20.038	-76.88	2025-12-23	obsr4458794	S253639423	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000818	Baltimore Oriole	Icterus galbula	4		Panama	Panama	9.891	-76.369	2025-12-09	obsr7912738	S356896763	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000819	Baltimore Oriole	Icterus galbula	1		Florida	Florida	26.556	-83.339	2025-12-20	obsr4019906	S870086298	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000820	Baltimore Oriole	Icterus galbula	1		Florida	Florida	26.571	-81.479	2025-12-20	obsr6053293	S473504921	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000821	Baltimore Oriole	Icterus galbula	2		Panama	Panama	6.957	-83.713	2025-12-01	obsr4219595	S226173057	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000822	Baltimore Oriole	Icterus galbula	3		Colombia	Colombia	6.31	-77.239	2025-12-04	obsr9515120	S335445955	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000823	Baltimore Oriole	Icterus galbula	2		Colombia	Colombia	11.456	-73.418	2025-12-25	obsr5637668	S156982428	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000824	Baltimore Oriole	Icterus galbula	2		Colombia	Colombia	8.478	-75.771	2025-12-04	obsr8959326	S634202492	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000825	Baltimore Oriole	Icterus galbula	1		Panama	Panama	7.916	-77.714	2025-12-06	obsr1906432	S792414048	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000826	Baltimore Oriole	Icterus galbula	2		Colombia	Colombia	6.296	-74.009	2025-12-10	obsr8292580	S369919135	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000827	Baltimore Oriole	Icterus galbula	4		Colombia	Colombia	7.619	-75.622	2025-12-20	obsr1726746	S212121299	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000828	Baltimore Oriole	Icterus galbula	2		Colombia	Colombia	6.241	-72.282	2025-12-02	obsr3651565	S943415633	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000829	Baltimore Oriole	Icterus galbula	1		Colombia	Colombia	7.115	-79.133	2025-12-16	obsr2188825	S352651266	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000830	Baltimore Oriole	Icterus galbula	3		Colombia	Colombia	7.658	-75.291	2025-12-15	obsr8030765	S313407685	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000831	Baltimore Oriole	Icterus galbula	3		Florida	Florida	26.663	-82.84	2025-12-22	obsr4859820	S936418338	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000832	Baltimore Oriole	Icterus galbula	2		Colombia	Colombia	11.349	-73.573	2025-12-11	obsr2645243	S354603902	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000833	Baltimore Oriole	Icterus galbula	2		Colombia	Colombia	6.948	-75.4	2025-12-14	obsr7300387	S336934839	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000834	Baltimore Oriole	Icterus galbula	4		Cuba	Cuba	21.46	-76.831	2025-12-16	obsr1911663	S568006548	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000835	Baltimore Oriole	Icterus galbula	4		Cuba	Cuba	18.69	-80.285	2025-12-07	obsr3987363	S515892751	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000836	Baltimore Oriole	Icterus galbula	4		Florida	Florida	27.621	-81.568	2025-12-05	obsr4257379	S778627510	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000837	Baltimore Oriole	Icterus galbula	2		Colombia	Colombia	8.799	-70.658	2025-12-09	obsr6635321	S236592599	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000838	Baltimore Oriole	Icterus galbula	1		Panama	Panama	7.717	-82.734	2025-12-23	obsr5707756	S246567370	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000839	Baltimore Oriole	Icterus galbula	4		Cuba	Cuba	19.434	-77.007	2025-12-28	obsr8693677	S549064417	Traveling	1
